Numero do Sujeito;1a. Doença;Idade 1a. Doença;Tempo 1a Doença;Sexo;UF Nascimento;UF;Formação;Atividade;Escolaridade;Estado Civil;Religião;Outro Idioma;Análise do Contexto;Autoconfiança;Autocontrole;Conquistar e Manter Pessoas;Empatia;Leitura Corporal;Otimismo com a Vida;Sentido da Vida
14609;Cirurgia;7 - 12 anos;;Masculino;SP;SP;Engenheiro;Sou engenheiro;Ensino Médio;Solteiro;Outro;Não;3,02;5,81;11,11;13,13;0;2,76;7,07;17,09
14610;Acidente;13 - 17 anos;Alguns dias;Feminino;SP;SP;;Manicure e pedicure;Ensino Médio;Solteiro;Evangélico;Não;5,03;2,78;7,83;7,83;3,77;5,78;4,8;6,78
14611;Acidente;Até 6 anos;Semanas;Feminino;SP;SP;Operadora de Qualidade;Empresa De alimentos;Superior Incompleto;Solteiro;Católico;Não;0,75;4,8;4,8;5,81;3,77;2,76;2,78;3,77
14613;Outras doenças;18 - 30 anos;Meses;Feminino;PR;SP;Manicure/pedicure;Manicure/pedicure;Ensino Médio;Casado;Católico;Não;1,76;12,12;2,78;8,08;6,03;14,07;13,13;16,08
14614;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Podologa;Podologa;Técnico;Casado;Católico;Não;6,03;13,13;4,8;4,04;2,76;4,77;6,82;13,07
14615;Acidente;18 - 30 anos;Semanas;Feminino;SP;SP;;Auxiliar de cozinha;Ensino Médio;Solteiro;Católico;Não;8,04;5,81;5,81;7,07;2,76;-0,25;4,8;3,77
14616;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;Channel Sales;Técnico;Casado;Espírita;Sim;3,02;1,77;6,82;7,07;7,79;4,77;7,83;9,8
14617;Morte;18 - 30 anos;Meses;Masculino;SP;SP;G. Coml;Comercial;Superior Completo;Solteiro;Outro;Não;2,01;3,79;5,81;10,86;4,77;1,01;2,78;5,78
14618;Dependência química;18 - 30 anos;Mais de um ano;Masculino;SP;SP;Comercial;Gerente de Vendas;Superior Incompleto;União Estável;Outro;Sim;-0,25;10,1;-1,26;6,82;2,76;3,02;3,79;-1,01
14619;Doença grave;31 - 49 anos;Semanas;Masculino;SP;SP;Tecnologia;Diretor Comercial;Superior Completo;Casado;Espírita;Sim;6,03;9,85;3,79;4,8;5,03;2,76;18,18;9,8
14621;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;;Comercial Pós Vendas;Superior Incompleto;Solteiro;Espírita;Sim;4,02;3,79;8,08;4,8;7,79;-4,02;3,79;-6,03
14622;Acidente;Até 6 anos;Alguns dias;Feminino;SP;SP;;Auxiliar Administrativo;Ensino Médio;Solteiro;Evangélico;Sim;6,78;9,09;19,19;6,06;15,08;3,77;15,15;6,03
14623;Depressão;18 - 30 anos;Mais de um ano;Feminino;RS;SP;Recursos Humanos;André Jacober Terraplenagem;Superior Completo;Solteiro;Católico;Não;2,76;6,06;-3,03;15,15;10,05;-10,05;10,1;-1,01
14624;Acidente;Até 6 anos;Meses;Feminino;SP;SP;Empresaria;Dep financeiro;Superior Incompleto;Casado;Evangélico;Não;4,77;17,17;9,85;10,86;9,8;-6,03;16,16;10,8
14625;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;RH;VENDEDORA DE EXAMES;Superior Completo;Casado;Católico;Não;-1,99;-1,98;-1,98;-1,98;2,01;-1,99;3,03;-1,99
14626;Acidente;31 - 49 anos;Um ano;Feminino;SP;SP;Secretária executiva;Cabeleireira;Superior Completo;Casado;Espírita;Não;1,01;3,79;4,8;4,8;0,75;-2,26;1,77;15,08
14627;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;recepcionista;Ensino Médio;Casado;Evangélico;Não;1,01;0,76;-2,02;2,78;-4,02;7,04;3,79;1,76
14628;Acidente;13 - 17 anos;Alguns dias;Feminino;BA;SP;Manicure e pedicure;Autônomo;Ensino Médio;Casado;Católico;Não;0;4,04;-1,01;14,14;5,03;3,77;12,12;17,09
14629;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;AC;AC;vendedora de exames;;Ensino Médio;Casado;Católico;Não;4,02;-2,02;3,79;7,07;3,02;1,01;0;4,02
14630;Acidente;18 - 30 anos;Meses;Feminino;SP;SP;Professora de educaçao fisica;Professora de musculação e treinamento func.;Pós-Graduação;Casado;Espírita;Sim;1,76;3,79;3,79;2,02;4,77;9,8;14,14;18,09
14631;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;vendedora de exames;recepcao;Ensino Médio;Casado;Católico;Não;4,02;2,02;2,02;1,01;3,02;0;-3,03;1,01
14633;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Biomedicina;Vendedora de Exames;Superior Completo;Casado;Católico;Não;-1,01;-1,01;1,01;1,01;-1,01;1,01;-2,02;5,03
14634;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;;Superior Completo;Solteiro;Evangélico;Sim;5,03;7,07;5,81;9,09;0,75;5,78;5,81;4,02
14635;término relacionamento;13 - 17 anos;Mais de um ano;Feminino;SP;AC;;;Superior Incompleto;Solteiro;Católico;Sim;12,06;10,1;10,1;10,1;5,03;7,04;13,13;13,07
14636;Depressão;18 - 30 anos;Mais de um ano;Feminino;SP;SP;Massoterapeuta;Massoterapeuta;Pós-Graduação;Casado;Católico;Sim;1,76;-1,01;-9,09;1,77;-3,02;0;-1,01;0
14637;Doença grave;13 - 17 anos;Meses;Masculino;SP;SP;;Securitário - Área Comercial;Superior Incompleto;Solteiro;Evangélico;Não;1,76;4,8;2,78;-0,25;2,76;2,76;2,78;3,77
14638;Acidente;18 - 30 anos;;Feminino;SP;SP;Fisioterapeuta;Fisioterapia;Pós-Graduação;Solteiro;Evangélico;Não;9,05;3,79;6,82;7,83;14,07;3,77;17,17;6,78
14639;Morte;18 - 30 anos;Um ano;Masculino;SP;SP;Ciências Contábeis;Coord. Financeiro;Superior Completo;Casado;Católico;Não;5,03;16,16;10,1;8,08;6,78;5,78;15,15;17,09
14641;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;Auxiliar Adm;Superior Incompleto;Solteiro;Católico;Sim;7,79;11,87;4,8;6,82;5,78;5,78;8,84;8,79
14642;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;auxiliar de escritorio;Superior Incompleto;Solteiro;Católico;Não;2,76;4,8;5,81;9,85;10,05;-1,01;4,8;-0,25
14643;Cirurgia;31 - 49 anos;Mais de um ano;Feminino;SP;SP;CORRETORA;CORRETORA;Superior Incompleto;Casado;Católico;Não;4,77;2,78;2,78;4,8;3,77;5,78;-0,25;-2,01
14645;Acidente;18 - 30 anos;Semanas;Feminino;SP;SP;Administração;Professora inglês;Superior Completo;Casado;Outro;Sim;1,01;-1,01;-8,08;-3,28;-4,02;16,08;-1,26;4,77
14646;Outras doenças;7 - 12 anos;Semanas;Feminino;SP;SP;;;Ensino Médio;Casado;Outro;Sim;1,01;4,04;2,78;2,78;1,76;3,77;2,78;3,77
14647;Acidente;31 - 49 anos;Alguns dias;Masculino;SP;SP;Administrador;Seguros;Superior Completo;Casado;Católico;Não;-1,01;2,02;6,82;2,78;1,76;11,06;5,05;-1,01
14648;Outras doenças;18 - 30 anos;Meses;Masculino;SP;SP;;Serviço de transporte;Ensino Médio;Solteiro;Católico;Não;4,02;18,18;19,19;12,88;16,08;12,06;18,18;10,8
14649;Outras doenças;18 - 30 anos;Semanas;Feminino;SP;SP;;SEGUROS;1ª a 4ª série;Casado;Católico;Não;5,03;3,03;1,77;-5,05;-7,04;4,77;0,76;6,78
14650;Cirurgia;18 - 30 anos;Meses;Feminino;PR;SP;tec eletronica;tecnico comercial;Superior Incompleto;Solteiro;Outro;Sim;8,04;6,82;5,81;3,79;12,06;5,78;13,13;11,06
14651;Outras doenças;31 - 49 anos;Meses;Masculino;DF;DF;Engenharia de Software;Gerente Executivo da DITEC;Pós-Graduação;Casado;Outro;Sim;5,78;6,82;13,13;9,85;8,04;1,76;5,81;4,77
14652;Morte;13 - 17 anos;Mais de um ano;Masculino;MG;DF;SISTEMAS DE INFORMACAO;BANCARIO;Pós-Graduação;Casado;Católico;Não;4,02;7,83;19,19;8,08;5,78;1,01;6,82;17,09
14653;Morte;18 - 30 anos;Mais de um ano;Masculino;PR;DF;Bancário;bancário;Pós-Graduação;Casado;Católico;Não;4,02;11,11;1,77;12,12;4,77;1,01;4,8;6,78
14654;Outras doenças;18 - 30 anos;Meses;Masculino;DF;DF;;Bancário;Ensino Médio;Casado;Católico;Sim;1,76;2,02;1,01;7,07;-4,02;-5,03;0,76;-6,03
14655;Morte;18 - 30 anos;Mais de um ano;Masculino;DF;DF;;bancário;Pós-Graduação;Casado;Católico;Não;4,77;-1,01;16,16;9,85;17,09;-5,03;3,79;-2,01
14656;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;MG;DF;Analista de sistemas;Bancário gerente de equipe TI;Superior Completo;Casado;Católico;Não;5,03;10,1;5,81;8,08;7,04;-1,01;17,17;7,79
14657;Acidente;18 - 30 anos;Mais de um ano;Masculino;SP;DF;Gerente de Equipe;Designer de Serviços;Pós-Graduação;Casado;Católico;Não;4,77;16,16;8,84;9,85;4,77;8,79;9,85;8,79
14658;Outras doenças;18 - 30 anos;Alguns dias;Masculino;GO;DF;TI;Bancário;Superior Completo;Solteiro;Católico;Não;8,04;12,12;12,12;12,12;16,08;12,06;14,14;7,79
14659;Outras doenças;13 - 17 anos;Um ano;Masculino;PR;DF;Analista de Sistemas;Bancario;Pós-Graduação;Divorciado;Outro;Sim;5,78;4,04;6,82;10,86;5,78;4,77;9,85;2,76
14660;Outras doenças;18 - 30 anos;Mais de um ano;Masculino;BA;DF;bancário;gerente de equipe de ti;Pós-Graduação;União Estável;Católico;Sim;1,76;10,1;17,17;1,01;8,79;7,79;5,81;7,79
14661;Outras doenças;7 - 12 anos;Alguns dias;Feminino;RJ;DF;Engenharia Civil;Bancária;Superior Completo;Casado;Outro;Sim;3,02;7,07;6,82;10,1;14,07;-1,01;7,83;3,77
14662;Divórcio;31 - 49 anos;Mais de um ano;Masculino;SP;DF;PROFISSIONAL TI;BANCO DO BRASIL;Pós-Graduação;Casado;Católico;Sim;8,79;17,17;18,18;6,82;8,79;18,09;19,19;19,1
14663;Acidente;18 - 30 anos;Mais de um ano;Feminino;GO;DF;Ciência da Computação;Gerente Equipe TI;Pós-Graduação;União Estável;Católico;Não;8,04;10,1;8,84;6,82;5,78;3,77;7,83;18,09
14664;Acidente;31 - 49 anos;Semanas;Masculino;SP;DF;Analista de Sistemas;Gerenciamento de Projetos e Requisitos;Pós-Graduação;Casado;Católico;Sim;4,02;6,82;5,81;4,8;4,77;5,78;3,79;5,78
14665;Assalto;18 - 30 anos;Meses;Masculino;SP;DF;ANALISTA DE TI;GERENTE DE EQUIPE TI;Superior Completo;Casado;Católico;Sim;3,02;3,03;1,77;6,06;1,76;-1,01;2,78;-1,01
14666;Morte;18 - 30 anos;Mais de um ano;Masculino;SC;DF;Ciências contábeis;Bancário;Superior Completo;Casado;Outro;Não;8,04;9,09;4,8;4,04;5,78;1,76;8,84;12,06
14667;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;PR;DF;Analista de Sistemas;Gerente;Superior Completo;Casado;Católico;Não;9,05;7,83;10,86;2,78;4,77;7,79;7,83;4,77
14668;Acidente;18 - 30 anos;Alguns dias;Masculino;DF;DF;;;Pós-Graduação;Casado;Católico;Sim;2,01;8,84;4,8;7,07;2,01;5,03;12,12;5,78
14669;Quando minha filha nasceu e ficou na UTI por 5 dias;31 - 49 anos;Alguns dias;Masculino;DF;DF;Analista de Sistema;Tecnologia do Banco do Brasil;Pós-Graduação;Casado;Católico;Não;7,04;17,17;19,19;11,11;15,08;3,02;16,16;7,04
14670;Morte;7 - 12 anos;Semanas;Masculino;GO;DF;Ciência da Computação;Gerente de TI;Superior Completo;Casado;Evangélico;Sim;3,77;6,82;5,81;8,08;8,79;3,77;4,8;7,79
14671;Acidente;18 - 30 anos;Semanas;Feminino;BA;DF;Baixarel em Processamento de Dados;Requisitos / Tecnologia;Pós-Graduação;Casado;Católico;Sim;4,77;7,83;8,08;0;3,02;3,02;0;4,02
14775;Doença grave;7 - 12 anos;Mais de um ano;Masculino;SP;SP;Pós Graduado;Desenvolvedor de Software;Pós-Graduação;Solteiro;Católico;Não;5,03;6,06;5,81;3,79;3,77;2,76;5,81;6,78
14776;Problemas financeiros familiares;13 - 17 anos;Mais de um ano;Masculino;SP;SP;Designer;UX Designer;Pós-Graduação;Solteiro;Outro;Não;12,06;10,1;6,82;5,81;7,04;3,77;16,16;14,07
14777;Desemprego;31 - 49 anos;Meses;Feminino;SP;SP;;Analista de Qualidade;Superior Completo;Casado;Evangélico;Sim;4,02;-2,02;4,8;3,79;-0,25;2,76;12,12;5,78
14778;Minha gravidez inesperada e um casamento forçado;18 - 30 anos;Mais de um ano;Feminino;SP;SP;Analista de Qualidade;Analista de Qualidade;Pós-Graduação;Solteiro;Espírita;Não;4,77;13,13;20,2;11,87;16,08;3,77;6,82;5,78
14779;Gravidez prematura;18 - 30 anos;Semanas;Feminino;SP;SP;desenvolvedor Jr.;Medcel;Superior Incompleto;Casado;Evangélico;Sim;3,77;11,87;4,8;11,87;17,09;0;13,13;15,08
14782;Acidente;Até 6 anos;Meses;Masculino;SP;SP;Análise e Desenvolvimento de Sistemas;Desenvolvedor - Medcel;Superior Completo;Solteiro;Católico;Não;15,08;18,18;11,87;10,86;4,77;-3,25;19,19;12,81
14783;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;;;Superior Completo;Casado;Católico;Sim;7,04;5,81;9,85;8,84;7,79;-2,26;4,8;0
14785;Outras doenças;18 - 30 anos;Meses;Feminino;SP;SP;Publicidade e Propaganda;Assistente de Relacionamento;Superior Completo;Casado;Outro;Não;0;2,02;8,84;-5,05;-3,02;1,76;6,82;1,01
14786;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;;Analista Backoffice;Superior Incompleto;Solteiro;Outro;Não;8,79;9,85;19,19;8,84;7,79;10,8;17,17;9,8
14789;Morte;7 - 12 anos;Mais de um ano;Feminino;SP;SP;Ensino sperior incompleto em Gestão de TI;BKO Medcel;Superior Incompleto;Solteiro;Outro;Sim;4,77;9,09;5,81;18,18;13,07;-6,01;13,13;4,02
14790;Câncer;31 - 49 anos;Mais de um ano;Feminino;SP;SP;;Ass. de Relacionamento;Técnico;Solteiro;Católico;Não;4,02;6,06;5,81;5,81;4,77;4,77;17,17;8,04
14791;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;SP;SP;Marketing;Auxiliar Cobrança;Superior Incompleto;Casado;Católico;Não;6,78;2,78;4,8;5,81;8,04;3,77;3,79;2,76
14792;Morte;31 - 49 anos;Mais de um ano;Feminino;SP;SP;;Atendimento Cliente;Superior Completo;Solteiro;Católico;Não;16,08;19,19;20,2;12,88;17,09;16,08;20,2;11,81
14794;Assalto;18 - 30 anos;Meses;Masculino;SP;SP;Analista de sistemas;Desenvolvedor Pleno;Superior Completo;Solteiro;Outro;Não;5,78;6,82;8,84;9,85;9,8;16,08;9,85;10,8
14797;Doença grave;18 - 30 anos;Alguns dias;Feminino;SP;SC;Administradora;Assistente administrativa;Pós-Graduação;Casado;Católico;Sim;9,05;19,19;0;5,05;-1,01;1,76;16,16;15,08
14798;Cirurgia;31 - 49 anos;Mais de um ano;Feminino;SP;SP;economista;consultora;Superior Completo;Solteiro;Católico;Sim;5,03;2,78;11,11;0;-0,25;-7,04;-3,03;-6,03
14799;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;SP;economista;Finanças;Pós-Graduação;Casado;Católico;Sim;7,04;3,79;5,81;0,76;2,76;1,01;5,81;6,03
14800;Síndrome do pânico;31 - 49 anos;Mais de um ano;Feminino;DF;DF;Bombeiro Militar;Bombeiro Militar;Superior Completo;Casado;Evangélico;Não;16,08;12,12;3,79;7,83;-0,25;-8,04;15,15;6,78
14801;Morte;18 - 30 anos;Meses;Masculino;DF;DF;;;Superior Completo;Casado;Evangélico;Não;10,05;10,1;15,15;10,1;15,08;-1,99;15,15;16,08
14802;Acidente;31 - 49 anos;Meses;Masculino;DF;DF;engenharia de incendio e panico;Bombeiro Militar;Pós-Graduação;Casado;Católico;Não;3,02;5,05;15,15;15,15;9,05;9,05;16,16;1,01
14803;Depressão;18 - 30 anos;Meses;Masculino;SP;DF;Médico;Bombeiro;Superior Completo;Casado;Católico;Sim;5,03;3,79;3,79;7,07;2,76;2,76;12,12;5,78
14804;Outras doenças;13 - 17 anos;Mais de um ano;Masculino;MG;DF;Bombeiro militar;Bombeiro militar;Pós-Graduação;Casado;Católico;Não;4,02;3,79;4,04;1,77;3,77;3,02;1,77;2,01
14805;Morte;18 - 30 anos;Mais de um ano;Masculino;GO;GO;bombeiro militar;bombeiro militar;Pós-Graduação;Casado;Católico;Não;4,02;5,81;7,83;7,83;3,77;0;7,83;9,8
14806;Doença grave;Até 6 anos;Mais de um ano;Masculino;DF;SP;Oficial BM;Salvar vidas;Pós-Graduação;Casado;Católico;Sim;9,05;18,18;8,84;13,13;7,79;10,05;9,85;9,05
14807;Outras doenças;Até 6 anos;Um ano;Masculino;DF;DF;;;Pós-Graduação;Solteiro;Outro;Sim;0;9,09;15,15;16,16;3,02;6,78;4,8;6,03
14808;Outras doenças;31 - 49 anos;Semanas;Masculino;DF;DF;Bombeiro Militar;;Pós-Graduação;Casado;Evangélico;Sim;3,02;10,1;8,84;5,05;5,78;3,77;17,17;11,06
14809;Cirurgia;18 - 30 anos;Meses;Masculino;GO;DF;Direito;Servidor público;Pós-Graduação;Casado;Espírita;Sim;3,02;5,81;7,83;8,84;4,77;1,01;5,81;9,8
14810;Outras doenças;18 - 30 anos;Meses;Feminino;RN;DF;DIREITO;BOMBEIRO MILITAR;Pós-Graduação;Solteiro;Católico;Sim;2,01;10,86;5,81;3,03;6,78;8,79;7,83;7,79
14811;Morte;Até 6 anos;Mais de um ano;Masculino;PI;DF;Militar;Bombeiro Militar;Superior Completo;Casado;Católico;Não;5,03;3,03;9,85;4,04;6,78;-5,03;5,05;0
14812;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;MG;DF;Odontologia;Bombeiro;Pós-Graduação;Casado;Católico;Sim;0,75;11,87;-1,26;17,17;3,77;-10,05;14,14;7,04
14813;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;DF;DF;CIÊNCIAS CONTABEIS;BOMBEIRO MILITAR;Pós-Graduação;Casado;Católico;Não;2,76;7,07;2,02;0;-8,04;3,77;1,77;-1,01
14814;Cirurgia;18 - 30 anos;Mais de um ano;Masculino;DF;DF;BOMBEIRO MILITAR;BOMBEIRO MILITAR;Superior Completo;Casado;Espírita;Sim;4,02;11,87;16,16;20,2;6,78;-8,04;16,16;7,79
14815;Morte;31 - 49 anos;Meses;Masculino;DF;DF;BOMBEIRO MILITAR;BOMBEIRO MILITAR;Pós-Graduação;Casado;Católico;Sim;4,77;2,78;0,76;1,01;4,77;4,77;1,77;7,79
14816;Outras doenças;31 - 49 anos;Semanas;Masculino;RS;DF;ENGENHEIRO CIVIL;BOMBEIRO MILITAR;Superior Completo;Divorciado;Católico;Sim;8,04;14,14;5,81;17,17;9,8;4,77;16,16;18,09
14817;Outras doenças;31 - 49 anos;Semanas;Masculino;DF;DF;Bombeiro Militar;CBMDF;Pós-Graduação;Casado;Espírita;Sim;6,03;3,03;3,79;1,77;-0,25;5,03;-0,25;3,77
14818;Outras doenças;31 - 49 anos;Meses;Feminino;DF;DF;;;Superior Completo;Casado;Católico;Sim;8,04;10,86;4,8;10,86;7,79;6,78;18,18;14,07
14819;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;SP;DF;Direito;Chefe de Seção;Pós-Graduação;Casado;Evangélico;Não;5,78;13,13;5,81;10,1;7,79;11,06;16,16;18,09
14820;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;PA;DF;bombeira militar;corpo de bombeiros militar;Pós-Graduação;Casado;Católico;Não;1,01;2,02;1,77;0;-7,04;-1,01;2,78;1,01
14821;Abuso sexual;7 - 12 anos;Mais de um ano;Feminino;GO;DF;Curso Bombeiro Militar;Bombeiro militar;Pós-Graduação;Casado;Espírita;Sim;6,03;17,17;13,13;13,13;6,03;15,08;14,14;19,1
14822;Acidente;31 - 49 anos;Meses;Masculino;DF;DF;BOMBEIRO MILITAR;BOMBEIRO;Superior Completo;Casado;Católico;Sim;3,02;10,1;19,19;4,04;-0,25;-8,04;15,15;17,09
14823;Morte;;;Feminino;DF;DF;Bombeiro Militar;Subdiretora de pessoal;Superior Completo;Divorciado;Católico;Sim;3,77;9,09;9,85;4,04;4,02;3,77;8,84;8,79
14824;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Masculino;DF;DF;Contador;Contador Bombeiro Militar;Pós-Graduação;Casado;Católico;Não;3,02;5,05;5,81;8,84;6,78;9,8;17,17;20,1
14825;Acidente;18 - 30 anos;Semanas;Masculino;MG;DF;engenharia;cbmdf;Pós-Graduação;Solteiro;Católico;Sim;4,02;5,05;-2,02;4,04;1,01;2,01;4,8;3,02
14826;Acidente;18 - 30 anos;Meses;Feminino;DF;DF;Educação Física;Bombeiro Militar;Superior Completo;Casado;Católico;Sim;2,01;5,81;6,82;8,08;5,03;4,77;4,8;4,77
14827;Morte;13 - 17 anos;Mais de um ano;Masculino;DF;DF;Militar;Corpo de Bombeiros Militar do DF;1ª a 4ª série;Casado;Católico;Sim;2,76;9,09;12,12;5,05;5,03;8,79;6,82;12,81
14828;Morte;18 - 30 anos;Mais de um ano;Feminino;DF;DF;Bombeiro Militar;Bombeiro Militar;Superior Completo;Solteiro;Outro;Sim;6,03;11,11;20,2;4,04;10,8;16,08;8,84;19,1
14829;Nenhuma resposta;Nenhuma resposta;Nenhuma resposta;Feminino;DF;DF;química- bacharel e licenciatura;bombeira militar;Superior Completo;Casado;Católico;Sim;3,77;0;2,78;1,01;1,76;3,02;2,02;1,01
14830;Sequestro;18 - 30 anos;Meses;Masculino;DF;DF;Engenharia;Bombeiro;Pós-Graduação;Casado;Católico;Não;7,04;3,03;13,13;5,81;12,06;17,09;-3,03;2,76
14831;Outras doenças;31 - 49 anos;Mais de um ano;Masculino;DF;DF;Bombeiro Militar;Bombeiro Militar;Superior Completo;Casado;Católico;Não;8,04;5,81;6,82;5,05;3,77;-2,01;3,79;7,79
14832;Morte;31 - 49 anos;Mais de um ano;Masculino;GO;DF;Bombeiro Militar;CBMDF;Superior Completo;Casado;Católico;Não;4,02;6,82;7,83;5,81;8,79;5,78;7,83;9,8
14833;Cirurgia;31 - 49 anos;Meses;Feminino;DF;DF;Educação física;Bombeiro militar;Superior Completo;Casado;Católico;Não;1,01;4,04;2,02;5,05;4,02;1,01;4,04;3,02
14834;Outras doenças;18 - 30 anos;Meses;Masculino;DF;DF;;;Superior Completo;Casado;Espírita;Não;12,06;14,14;7,83;6,82;3,77;3,77;14,14;8,79
14835;Divórcio;31 - 49 anos;Meses;Masculino;DF;DF;PROFISSIONAL DE EDUCAÇÃO FISICA;CBMDF;Superior Completo;Solteiro;Católico;Não;4,02;9,85;17,17;11,87;19,1;14,07;18,18;19,1
14836;Divórcio;31 - 49 anos;Mais de um ano;Masculino;DF;DF;Bombeiro Militar;Diretoria de Ensino Supervisor;Pós-Graduação;Divorciado;Evangélico;Não;4,77;18,18;18,18;12,88;20,1;2,76;18,18;12,81
14837;Outras doenças;31 - 49 anos;Meses;Masculino;DF;DF;militar;diretor;Superior Completo;Casado;Evangélico;Sim;4,77;8,08;6,06;11,87;0,75;3,02;9,85;7,79
14838;Síndrome do Pânico;31 - 49 anos;Um ano;Masculino;DF;DF;Administrador;Assessor Técnico;Pós-Graduação;Casado;Católico;Não;0,75;4,04;1,77;1,77;3,77;1,76;2,78;5,78
14839;Depressão;18 - 30 anos;Mais de um ano;Masculino;DF;DF;Bombeiro Militar;Departamento de Segurança;Superior Completo;Solteiro;Católico;Sim;7,04;7,07;14,14;5,05;1,76;16,08;11,11;10,8
14840;Problemas interpessoais;31 - 49 anos;Mais de um ano;Feminino;DF;DF;Bombeira militar;Bombeira militar;Superior Completo;Casado;Espírita;Sim;7,04;9,85;7,83;6,06;15,08;-5,28;17,17;0
14841;Afogamento;Até 6 anos;Semanas;Feminino;DF;DF;Bombeiro Militar;CBMDF;Superior Completo;União Estável;Outro;Sim;2,01;7,07;8,84;2,02;15,08;7,79;7,83;6,03
14842;Câncer;18 - 30 anos;Mais de um ano;Feminino;PR;DF;Bombeiro Militar;Bombeiro Militar;Superior Completo;Solteiro;Outro;Não;3,77;15,15;6,82;13,13;7,79;1,76;15,15;18,09
14843;Doença grave;31 - 49 anos;Um ano;Feminino;DF;DF;Bombeira;Analista de processo;Pós-Graduação;Divorciado;Evangélico;Sim;8,04;11,11;20,2;8,08;5,78;-2,26;16,16;2,76
14844;Morte;18 - 30 anos;Um ano;Feminino;DF;DF;Bombeiros;Bombeiros;Superior Completo;União Estável;Católico;Não;8,04;11,11;19,19;12,88;19,1;15,08;20,2;17,09
14845;Outras doenças;18 - 30 anos;Mais de um ano;Masculino;DF;DF;Tecnológo em Defesa Civil;BOMBEIRO MILITAR;Superior Completo;Casado;Católico;Não;5,03;4,8;6,82;5,81;1,01;2,76;4,8;6,78
14846;Divórcio;7 - 12 anos;Mais de um ano;Feminino;DF;DF;Fisioterapia;Bombeira Militar;Superior Completo;Casado;Católico;Sim;2,01;9,09;6,82;8,84;8,79;-0,25;4,8;8,79
14847;Quando fui desligado da Academia da Força Aérea;13 - 17 anos;Semanas;Masculino;RJ;DF;Bombeiro Militar;Bombeiro Militar;Pós-Graduação;Casado;Evangélico;Sim;0;4,8;8,84;11,11;9,05;3,77;10,86;10,8
14848;Acidente;7 - 12 anos;Alguns dias;Masculino;RS;DF;bombeiro militar;bombeiro militar;Pós-Graduação;Casado;Evangélico;Sim;1,01;3,79;8,84;11,11;5,78;3,77;7,83;9,8
14849;Outras doenças;18 - 30 anos;Alguns dias;Masculino;DF;DF;CFO BM;CBMDF;Pós-Graduação;Casado;Católico;Sim;15,08;18,18;20,2;10,86;19,1;14,07;20,2;20,1
14850;Tumor;18 - 30 anos;Meses;Feminino;DF;DF;bombeiro militar;analista de projetos;Pós-Graduação;Casado;Outro;Sim;5,03;3,79;5,81;5,81;3,77;3,77;3,79;6,78
14851;Acidente;18 - 30 anos;Meses;Masculino;DF;DF;Bombeiro Militar;Bombeiro Militar;Superior Completo;Solteiro;Católico;Sim;7,04;7,07;16,16;-1,98;4,77;-8,04;3,79;19,1
14852;Depressão;18 - 30 anos;Mais de um ano;Feminino;DF;DF;medico;cbmdf;Pós-Graduação;Casado;Espírita;Sim;3,02;18,18;8,84;9,85;15,08;2,01;18,18;20,1
14853;Morte;13 - 17 anos;Meses;Masculino;MG;DF;BOMBEIRO MILITAR;BOMBEIRO;Pós-Graduação;Casado;Católico;Sim;5,03;10,86;11,87;10,86;10,8;6,78;18,18;19,1
14854;Doença grave;31 - 49 anos;Meses;Masculino;DF;DF;Fisioterapeuta;Corpo de Bombeiros;Pós-Graduação;Casado;Católico;Sim;4,02;13,13;8,84;5,81;8,79;8,79;17,17;9,8
14855;Acidente;18 - 30 anos;Alguns dias;Feminino;DF;DF;Psicologia;Bombeiro militar;Pós-Graduação;Casado;Católico;Sim;6,03;4,8;7,83;13,13;7,79;-1,01;1,77;5,78
