Numero do Sujeito,1a. Doença,Idade 1a. Doença,Tempo 1a Doença,Sexo,UF Nascimento,UF,Formação,Atividade,Escolaridade,Estado Civil,Religião,Outro Idioma,Análise do Contexto,Autoconfiança,Autocontrole,Conquistar e Manter Pessoas,Empatia,Leitura Corporal,Otimismo com a Vida,Sentido da Vida
14255,Câncer,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Administradora,Professora de Educação Infantil,Pós-Graduação,Casado,Espírita,Sim,Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-P),Boa face ao impacto do estresse (PC-I),Moderada no estresse (PC-I),Forte no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P)
14292,Assalto,Até 6 anos,Mais de um ano,Feminino,SE,SE,,recepcionista,Ensino Médio,Solteiro,Católico,Não,Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
14293,Outras doenças,7 - 12 anos,Meses,Feminino,SE,SE,,RECEPCIONISTA,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
14294,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,BA,SE,gestao de recursos humanos,recepcionista,Superior Completo,Casado,Outro,Não,Moderada no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P)
14295,Doença grave,13 - 17 anos,Meses,Masculino,SE,SE,,RECEPCIONISTA,Ensino Médio,Divorciado,Evangélico,Não,Moderada no estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Fraca diante do impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Boa no estresse (PC-I),Forte no estresse (PC-I)
14296,Divórcio,Até 6 anos,Mais de um ano,Feminino,SE,AC,técnico em análises clinica,sim recepcionista,Ensino Médio,Casado,Evangélico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
14297,Depressão,13 - 17 anos,Mais de um ano,Feminino,BA,SE,Secretariado Executivo,Coordenado de Atendimento,Superior Incompleto,Solteiro,Evangélico,Sim,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14298,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SE,SE,GEOGRAFIA LICENCIATURA,PROFESSORA,Pós-Graduação,Solteiro,Católico,Sim,Forte no estresse (PC-I),Excelente face ao estresse,Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Boa no estresse (PC-P),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
14299,Outras doenças,7 - 12 anos,Meses,Feminino,SE,SE,,,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P)
14300,Outras doenças,31 - 49 anos,Mais de um ano,Masculino,SP,SP,Músico,Diretor Musical,Pós-Graduação,Casado,Outro,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P)
14310,Acidente,18 - 30 anos,Alguns dias,Masculino,SP,SP,Contador,Gerente Administrativo Financeiro,Pós-Graduação,Casado,Católico,Sim,Boa no estresse (PC-P),Boa no estresse (PC-I),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Fraca no estresse (PC-I),Moderada no estresse (PC-P)
14311,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Administração,,Superior Completo,Casado,Católico,Não,Forte no estresse (PC-I),Forte no estresse (PC-I),Boa no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Forte no estresse (PC-I),Forte no estresse (PC-I)
14313,Acidente,18 - 30 anos,Meses,Feminino,SP,SP,Professora e Gestora de Negocios,Coordenadora de Faturamento e Cobrança,Pós-Graduação,Solteiro,Católico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse
14314,Doença grave,18 - 30 anos,Meses,Feminino,PI,SP,Ciências Contábeis,Faturamento,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Forte no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
14315,ficar desempregada,Acima,Meses,Feminino,SP,SP,Contabilista,Analista Contabil,Pós-Graduação,Divorciado,Espírita,Não,Forte no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Moderada no estresse (PC-P),Moderada no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-I)
14316,Morte,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Cursando Administração,Assistente de Faturamento,Superior Incompleto,Casado,Evangélico,Não,Excelente no estresse,Fraca no estresse (PC-I),Fraca no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Forte no estresse (PC-I),Moderada no estresse (PC-I),Boa no estresse (PC-I)
14317,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,Assistente de RH,Superior Completo,Solteiro,Evangélico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-I),Fraca diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Boa no estresse (PC-P),Moderada no estresse (PC-P),Moderada no estresse (PC-P)
14318,Morte,31 - 49 anos,Mais de um ano,Masculino,SP,SP,Tecnico em Logistica,Coordenador de Estoque e Facilites,Ensino Médio,Casado,Católico,Não,Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
14319,DISTURBIO ALIMENTAR,18 - 30 anos,Mais de um ano,Feminino,MG,SP,ADMINISTRAÇÃO,RECEPCIONISTA,Superior Completo,Solteiro,Católico,Não,Excelente no estresse,Fraca no estresse (PC-P),Excelente no estresse,Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P),Fraca no estresse (PC-P)
14320,Outras doenças,Até 6 anos,Semanas,Feminino,SP,SP,,estagiaria,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Excelente no estresse,Boa no estresse (PC-I),Fraca no estresse (PC-I)
14321,Cirurgia,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Administração (cursando),Estagiaria Financeiro,Superior Incompleto,Solteiro,Católico,Sim,Forte no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Forte diante do impacto do estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Excelente no estresse
14322,Doença grave,31 - 49 anos,Mais de um ano,Feminino,SP,SP,tecnico administrativo,estagiária cobrança,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Forte no estresse (PC-I),Moderada no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I),Excelente no estresse,Forte no estresse (PC-P)
14323,Doença grave,31 - 49 anos,Mais de um ano,Feminino,SP,SP,,Skytef,Superior Incompleto,Divorciado,Evangélico,Não,Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse
14324,Morte,31 - 49 anos,,Feminino,SP,SP,vendas,vendas,Superior Completo,Casado,Evangélico,Sim,Boa no estresse (PC-P),Boa no estresse (PC-I),Moderada no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Boa no estresse (PC-I)
14325,Acidente,31 - 49 anos,Um ano,Masculino,SP,SP,analista de sistemas,Skytef,Superior Completo,Casado,Católico,Sim,Boa no estresse (PC-P),Forte no estresse (PC-I),Fraca no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-P),Fraca no estresse (PC-I),Forte no estresse (PC-I)
14326,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Publicitária,Analista de Marketing,Superior Completo,Solteiro,Espírita,Sim,Forte no estresse (PC-I),Boa no estresse (PC-I),Excelente no estresse,Boa face ao impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse
14327,Outras doenças,18 - 30 anos,Meses,Feminino,SP,SP,Psicóloga,Coordenadora RH,Pós-Graduação,Divorciado,Outro,Sim,Forte no estresse (PC-I),Boa no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Fraca no estresse (PC-I),Moderada no estresse (PC-I)
14328,Doença grave,31 - 49 anos,Um ano,Masculino,SP,SP,ENGENHEIRO,ADMINISTRADOR,Superior Completo,Casado,Outro,Não,Boa no estresse (PC-P),Forte no estresse (PC-I),Fraca no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-I)
14330,Morte,7 - 12 anos,Mais de um ano,Feminino,SP,SP,fisioterapia/ osteopatia,fisioterapeuta,Pós-Graduação,Solteiro,Evangélico,Sim,Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse,Boa face ao impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Moderada no estresse (PC-I),Fraca no estresse (PC-I)
14489,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Administração,Coordenadora de Compras de Indiretos - Evento,Pós-Graduação,Casado,Católico,Sim,Boa no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I),Boa diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Forte no estresse (PC-P),Fraca no estresse (PC-P)
14585,Doença grave,18 - 30 anos,Mais de um ano,Feminino,RS,SP,Estatístico,Risk Data Management,Superior Completo,Casado,Outro,Sim,Forte no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-I),Excelente no estresse
14596,Câncer,18 - 30 anos,Meses,Feminino,SP,SP,,Corretora,Superior Incompleto,Solteiro,Católico,Sim,Boa no estresse (PC-P),Forte no estresse (PC-I),Boa no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
14597,Doença grave,18 - 30 anos,Meses,Masculino,SP,SP,Gestão empresarial,Coordenador de eventos,Superior Incompleto,Solteiro,Outro,Sim,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Boa face ao impacto do estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I),Boa no estresse (PC-P)
14598,Atropelamento,7 - 12 anos,Semanas,Masculino,SP,SP,,Escriturário de Agencia,Superior Incompleto,Solteiro,Católico,Sim,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Forte diante do impacto do estresse (PC-I),Excelente no estresse,Forte no estresse (PC-P),Excelente no estresse,Moderada no estresse (PC-I)
14599,Morte,7 - 12 anos,Meses,Feminino,SP,SP,ADM cursando,Bancário,Superior Incompleto,Casado,Evangélico,Não,Excelente no estresse,Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Moderada no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse
14600,Assalto,7 - 12 anos,Semanas,Feminino,SP,SP,Arquiteta,arquietura,Superior Completo,Solteiro,Católico,Sim,Forte no estresse (PC-I),Forte no estresse (PC-I),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I)
14601,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,Auxiliar de Escritório,Ensino Médio,Casado,Evangélico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Forte diante do impacto do estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14602,Outras doenças,18 - 30 anos,Alguns dias,Masculino,SP,SP,AUXILIAR ADM.,AUXILIAR ADM.,Superior Incompleto,Casado,Evangélico,Não,Boa no estresse (PC-P),Forte no estresse (PC-I),Forte no estresse (PC-I),Forte diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Excelente no estresse,Excelente no estresse
14603,Segunda gravidez,31 - 49 anos,Mais de um ano,Feminino,SP,SP,Professora,Professora,Superior Completo,Casado,Outro,Sim,Boa no estresse (PC-I),Excelente face ao estresse,Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Moderada no estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-I),Forte no estresse (PC-I)
14604,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Masculino,SP,SP,Tec. Informatica,Tec. Informatica,Superior Incompleto,Solteiro,Católico,Não,Forte no estresse (PC-I),Fraca no estresse (PC-I),Excelente no estresse,Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Moderada no estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-I)
14605,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,PR,SP,,Autónoma,Ensino Médio,Casado,Outro,Não,Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Excelente no estresse,Fraca no estresse (PC-I),Forte no estresse (PC-I)
14607,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Fisioterapia,,Superior Completo,Solteiro,Católico,Não,Forte no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse,Forte diante do impacto do estresse (PC-I),Forte no estresse (PC-I),Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I)
14608,Acidente,31 - 49 anos,Mais de um ano,Feminino,AC,AC,Manicure e pedicure,,5ª a 9ª série,Casado,Evangélico,Não,Moderada no estresse (PC-I),Excelente face ao estresse,Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Excelente no estresse
14609,Cirurgia,7 - 12 anos,,Masculino,SP,SP,Engenheiro,Sou engenheiro,Ensino Médio,Solteiro,Outro,Não,Boa no estresse (PC-P),Excelente face ao estresse,Moderada no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Fraca no estresse (PC-I)
14610,Acidente,13 - 17 anos,Alguns dias,Feminino,SP,SP,,Manicure e pedicure,Ensino Médio,Solteiro,Evangélico,Não,Excelente no estresse,Boa no estresse (PC-P),Forte no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Forte no estresse (PC-P),Excelente no estresse,Excelente no estresse,Excelente no estresse
14611,Acidente,Até 6 anos,Semanas,Feminino,SP,SP,Operadora de Qualidade,Empresa De alimentos,Superior Incompleto,Solteiro,Católico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14613,Outras doenças,18 - 30 anos,Meses,Feminino,PR,SP,Manicure/pedicure,Manicure/pedicure,Ensino Médio,Casado,Católico,Não,Boa no estresse (PC-P),Moderada no estresse (PC-I),Boa no estresse (PC-P),Forte diante do impacto do estresse (PC-I),Excelente no estresse,Moderada no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
14614,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Podologa,Podologa,Técnico,Casado,Católico,Não,Excelente no estresse,Moderada no estresse (PC-I),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Excelente no estresse,Excelente no estresse,Moderada no estresse (PC-I)
14615,Acidente,18 - 30 anos,Semanas,Feminino,SP,SP,,Auxiliar de cozinha,Ensino Médio,Solteiro,Católico,Não,Forte no estresse (PC-I),Excelente face ao estresse,Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P)
14616,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,Channel Sales,Técnico,Casado,Espírita,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-I),Excelente no estresse,Forte no estresse (PC-I),Boa no estresse (PC-I)
14617,Morte,18 - 30 anos,Meses,Masculino,SP,SP,G. Coml,Comercial,Superior Completo,Solteiro,Outro,Não,Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Boa face ao impacto do estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse
14618,Dependência química,18 - 30 anos,Mais de um ano,Masculino,SP,SP,Comercial,Gerente de Vendas,Superior Incompleto,União Estável,Outro,Sim,Boa no estresse (PC-P),Boa no estresse (PC-I),Boa no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P)
14619,Doença grave,31 - 49 anos,Semanas,Masculino,SP,SP,Tecnologia,Diretor Comercial,Superior Completo,Casado,Espírita,Sim,Excelente no estresse,Boa no estresse (PC-I),Forte no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Boa no estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-I)
14621,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Masculino,SP,SP,,Comercial Pós Vendas,Superior Incompleto,Solteiro,Espírita,Sim,Forte no estresse (PC-P),Forte no estresse (PC-P),Forte no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-I),Moderada no estresse (PC-P),Forte no estresse (PC-P),Moderada no estresse (PC-P)
14622,Acidente,Até 6 anos,Alguns dias,Feminino,SP,SP,,Auxiliar Administrativo,Ensino Médio,Solteiro,Evangélico,Sim,Excelente no estresse,Forte no estresse (PC-I),Fraca no estresse (PC-I),Excelente face ao impacto do estresse (PC-E),Moderada no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
14623,Depressão,18 - 30 anos,Mais de um ano,Feminino,RS,SP,Recursos Humanos,André Jacober Terraplenagem,Superior Completo,Solteiro,Católico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Moderada no estresse (PC-P),Fraca diante do impacto do estresse (PC-I),Boa no estresse (PC-I),Fraca no estresse (PC-P),Boa no estresse (PC-I),Boa no estresse (PC-P)
14624,Acidente,Até 6 anos,Meses,Feminino,SP,SP,Empresaria,Dep financeiro,Superior Incompleto,Casado,Evangélico,Não,Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Boa no estresse (PC-I),Moderada no estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-I)
14625,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,RH,VENDEDORA DE EXAMES,Superior Completo,Casado,Católico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P)
14626,Acidente,31 - 49 anos,Um ano,Feminino,SP,SP,Secretária executiva,Cabeleireira,Superior Completo,Casado,Espírita,Não,Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-I)
14627,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,recepcionista,Ensino Médio,Casado,Evangélico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Moderada no estresse (PC-P),Excelente no estresse,Forte no estresse (PC-P),Boa no estresse (PC-P)
14628,Acidente,13 - 17 anos,Alguns dias,Feminino,BA,SP,Manicure e pedicure,Autônomo,Ensino Médio,Casado,Católico,Não,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Moderada diante do impacto do estresse (PC-I),Excelente no estresse,Forte no estresse (PC-P),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
14629,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,AC,AC,vendedora de exames,,Ensino Médio,Casado,Católico,Não,Forte no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14630,Acidente,18 - 30 anos,Meses,Feminino,SP,SP,Professora de educaçao fisica,Professora de musculação e treinamento func.,Pós-Graduação,Casado,Espírita,Sim,Boa no estresse (PC-P),Forte no estresse (PC-P),Forte no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Excelente no estresse,Boa no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I)
14631,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,vendedora de exames,recepcao,Ensino Médio,Casado,Católico,Não,Forte no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P)
14633,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,Biomedicina,Vendedora de Exames,Superior Completo,Casado,Católico,Não,Excelente no estresse,Excelente face ao estresse,Excelente no estresse,Forte diante do impacto do estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse,Excelente no estresse,Forte no estresse (PC-P)
14634,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,,Superior Completo,Solteiro,Evangélico,Sim,Moderada no estresse (PC-I),Boa no estresse (PC-I),Boa no estresse (PC-I),Boa face ao impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Moderada no estresse (PC-I),Moderada no estresse (PC-I)
14635,término relacionamento,13 - 17 anos,Mais de um ano,Feminino,SP,AC,,,Superior Incompleto,Solteiro,Católico,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Fraca no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Moderada no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P)
14636,Depressão,18 - 30 anos,Mais de um ano,Feminino,SP,SP,Massoterapeuta,Massoterapeuta,Pós-Graduação,Casado,Católico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14637,Doença grave,13 - 17 anos,Meses,Masculino,SP,SP,,Securitário - Área Comercial,Superior Incompleto,Solteiro,Evangélico,Não,Forte no estresse (PC-I),Forte no estresse (PC-P),Excelente no estresse,Forte diante do impacto do estresse (PC-I),Moderada no estresse (PC-I),Forte no estresse (PC-P),Fraca no estresse (PC-I),Excelente no estresse
14638,Acidente,18 - 30 anos,,Feminino,SP,SP,Fisioterapeuta,Fisioterapia,Pós-Graduação,Solteiro,Evangélico,Não,Excelente no estresse,Fraca no estresse (PC-I),Boa no estresse (PC-I),Forte diante do impacto do estresse (PC-I),Excelente no estresse,Excelente no estresse,Fraca no estresse (PC-I),Fraca no estresse (PC-I)
14639,Morte,18 - 30 anos,Um ano,Masculino,SP,SP,Ciências Contábeis,Coord. Financeiro,Superior Completo,Casado,Católico,Não,Forte no estresse (PC-I),Moderada no estresse (PC-I),Excelente no estresse,Excelente face ao impacto do estresse (PC-E),Excelente no estresse,Excelente no estresse,Forte no estresse (PC-I),Forte no estresse (PC-I)
14641,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,Auxiliar Adm,Superior Incompleto,Solteiro,Católico,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Excelente no estresse,Boa face ao impacto do estresse (PC-I),Boa no estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P)
14642,Nenhuma resposta,Nenhuma resposta,Nenhuma resposta,Feminino,SP,SP,,auxiliar de escritorio,Superior Incompleto,Solteiro,Católico,Não,Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente face ao impacto do estresse (PC-E),Forte no estresse (PC-P),Excelente no estresse,Boa no estresse (PC-P),Boa no estresse (PC-P)
14643,Cirurgia,31 - 49 anos,Mais de um ano,Feminino,SP,SP,CORRETORA,CORRETORA,Superior Incompleto,Casado,Católico,Não,Boa no estresse (PC-P),Boa no estresse (PC-P),Fraca no estresse (PC-P),Moderada diante do impacto do estresse (PC-P),Moderada no estresse (PC-P),Fraca no estresse (PC-I),Boa no estresse (PC-P),Excelente no estresse
14645,Acidente,18 - 30 anos,Semanas,Feminino,SP,SP,Administração,Professora inglês,Superior Completo,Casado,Outro,Sim,Boa no estresse (PC-P),Excelente face ao estresse,Boa no estresse (PC-P),Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P),Boa no estresse (PC-P),Forte no estresse (PC-P)
14646,Outras doenças,7 - 12 anos,Semanas,Feminino,SP,SP,,,Ensino Médio,Casado,Outro,Sim,Boa no estresse (PC-P),Boa no estresse (PC-P),Excelente no estresse,Boa diante do impacto do estresse (PC-P),Boa no estresse (PC-P),Boa no estresse (PC-I),Excelente no estresse,Boa no estresse (PC-P)
14647,Acidente,31 - 49 anos,Alguns dias,Masculino,SP,SP,Administrador,Seguros,Superior Completo,Casado,Católico,Não,Forte no estresse (PC-P),Fraca no estresse (PC-I),Fraca no estresse (PC-I),Moderada diante do impacto do estresse (PC-I),Fraca no estresse (PC-I),Moderada no estresse (PC-I),Fraca no estresse (PC-I),Boa no estresse (PC-I)
