Numero do Sujeito,1a. Doença,Idade 1a. Doença,Tempo 1a Doença,Sexo,UF Nascimento,UF,Formação,Atividade,Escolaridade,Estado Civil,Religião,Outro Idioma,Análise do Contexto,Autoconfiança,Autocontrole,Conquistar e Manter Pessoas,Empatia,Leitura Corporal,Otimismo com a Vida,Sentido da Vida
16090,Bactéria no estômago,18 - 30 anos,Meses,Masculino,SP,SP,,Seminarista,Superior Incompleto,Solteiro,Católico,Sim,Boa face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16091,cai do cavalo e bate o queixo,Até 6 anos,Alguns dias,Masculino,SP,SP,engenheiro,seminarista,Superior Completo,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I),Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16092,deficiencia visual,13 - 17 anos,Mais de um ano,Masculino,CE,CE,não,não,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16093,apendicectomia,18 - 30 anos,Um ano,Masculino,PR,PR,Administrador,,Pós-Graduação,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-P),Moderada face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-P)
16095,Epilepsia,7 - 12 anos,Mais de um ano,Masculino,RS,RS,Filosofia - Licenciatura,Estudante,Superior Completo,Casado,Católico,Sim,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Moderada face ao estresse (PC-P),Fraca face ao estresse (PC-P)
16096,Doença e morte da minha mãe.,13 - 17 anos,Mais de um ano,Masculino,ES,ES,,,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-I)
16097,Febres constantes,13 - 17 anos,Alguns dias,Masculino,BA,BA,,Seminarista,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse(PC-P),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P)
16099,Salmonela alojada no intestino que demorou demais ser descoberta,13 - 17 anos,Meses,Masculino,MG,MG,Seminarista,Seminarista,Superior Completo,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC - I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16100,"Há muitos anos: um acidente de carro, estava eu e meus pais.",13 - 17 anos,Mais de um ano,Masculino,SC,SC,"Técnico de Enfermagem, Bacharel em Filosofia",,Pós-Graduação,Solteiro,Católico,Não,Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16101,síndrome do panico,13 - 17 anos,Mais de um ano,Masculino,ES,ES,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-I),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Excelente face ao estresse,Fraca face ao estresse (PC-I)
16102,Quando subir em uma Torre.,7 - 12 anos,Alguns dias,Masculino,MG,MG,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P)
16103,Nunca tive,,,Masculino,PE,PE,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16105,Doença psicossomática,18 - 30 anos,Semanas,Masculino,AL,AL,Químico Bacharel,,Pós-Graduação,Solteiro,Católico,Sim,Forte face ao estresse (PC-I),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Boa face ao estresse(PC-P),Excelente face ao estresse,Fraca face ao estresse (PC-I)
16106,o assassinato do meu pai,7 - 12 anos,Meses,Masculino,ES,ES,,,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Forte face ao estresse (PC- I)
16110,,18 - 30 anos,Mais de um ano,Masculino,PA,PA,,,Superior Completo,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse
16113,Quebrei o braço,Até 6 anos,Semanas,Masculino,CE,CE,Professor e Mestrando em Filosofia,Seminarista,Pós-Graduação,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I)
16114,um acidente de bicicleta,18 - 30 anos,Alguns dias,Masculino,CE,CE,,,Superior Completo,Solteiro,Católico,Não,Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I),Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16115,"GAGUEIRA CONGÊNITA, DESDE A INFÂNCIA.",Até 6 anos,Mais de um ano,Masculino,CE,CE,ASSESSORIA DE IMPRENSA,,Superior Completo,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I)
16118,,Até 6 anos,Meses,Masculino,AM,AM,,,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-P)
16119,Problemas de visão,Até 6 anos,Mais de um ano,Masculino,MA,MA,Filosofia,,Superior Completo,Solteiro,Católico,Não,Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P)
16121,Anemia Ferropriva,Até 6 anos,Mais de um ano,Masculino,SC,AC,,,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16122,A doença e morte da minha Bisavó e depois a morte da minha avó (que ocorreram em um espaço de 6 meses).,18 - 30 anos,Meses,Feminino,SP,SP,,,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Boa face ao estresse(PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16123,,,,Masculino,PR,PR,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-P)
16124,Princípio de pneumonia,7 - 12 anos,Alguns dias,Masculino,MG,MG,Não,,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Moderada face ao estresse (PC-P),Fraca face ao estresse (PC-P)
16126,Síndrome do Pânico,18 - 30 anos,Mais de um ano,Masculino,MG,MG,,,Superior Incompleto,Solteiro,Católico,Sim,Excelente face ao estresse,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I)
16128,Escândalo no seminário,18 - 30 anos,Um ano,Masculino,ES,ES,,Estudante,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16129,abuso,Até 6 anos,Mais de um ano,Masculino,PR,PR,,,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Fraca face ao estresse (PC-P),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse
16131,Garganta inflamada com puis,13 - 17 anos,Alguns dias,Masculino,PI,PI,Formado em Filosofia,,Superior Completo,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Boa face ao estresse(PC-P),Excelente face ao estresse,Fraca face ao estresse (PC-I)
16132,Morte de parentes e amigos,7 - 12 anos,Meses,Masculino,TO,TO,,,Ensino Médio,Solteiro,Católico,Não,Fraca face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse (PC-I),Fraca diante do estresse (PC-I),Boa face ao estresse (PC-I),Boa face ao estresse(PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16133,Desnutrição infantil por não ser amamentado.,Até 6 anos,Meses,Masculino,AC,AC,Formação Letras - Língua portuguesa e literat,,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Fraca face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Fraca face ao estresse (PC-P),Fraca face ao estresse (PC-P)
16137,Tuberculose,13 - 17 anos,Mais de um ano,Masculino,MA,MA,tec. de enfermagem,nao,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Excelente face ao estresse,Forte face ao estresse (PC- I)
16138,A morte de meu pai,18 - 30 anos,Mais de um ano,Masculino,RN,RN,Professor de Filosofia,,Superior Completo,Solteiro,Católico,Não,Excelente face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16139,cirurgia,18 - 30 anos,Meses,Masculino,BA,BA,direito,,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16140,Cirurgia de hérnia,Até 6 anos,Meses,Masculino,PE,PE,,,Ensino Médio,Solteiro,Católico,Não,Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16145,Primeira experiência de morte que vivenciei na infância.,Até 6 anos,Mais de um ano,Masculino,RN,RN,Licenciado em Filosofia,Estudante,Superior Completo,Solteiro,Católico,Sim,Excelente face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I)
16146,"Problemas paroquias, conflitos com políticos",31 - 49 anos,Mais de um ano,Masculino,PI,PI,Professor,Vice Reitor e professor,Pós-Graduação,Solteiro,Católico,Sim,Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16148,a,,,Masculino,MA,MA,Licenciatura em Filosofia,não,Superior Completo,Solteiro,Católico,Não,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse (PC-I)
16149,Acidente de carro,13 - 17 anos,Mais de um ano,Masculino,RN,RN,,,Superior Completo,Solteiro,Católico,Sim,Excelente face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I)
16150,Bronquite asmática,Até 6 anos,Mais de um ano,Masculino,MG,MG,,,Superior Incompleto,Solteiro,Católico,Não,Excelente face ao estresse,Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16154,,,,Masculino,PR,PR,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Excelente face ao estresse,Forte face ao estresse (PC- I)
16155,"Não foi bem doença, mas saia sangue na minha urina. Não foi descoberta a causa, mas fiz inúmeros exames.",13 - 17 anos,Meses,Masculino,RS,RS,,,Superior Incompleto,Casado,Católico,Não,Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-P),Moderada face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse(PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-I)
16156,A morte da minha sobrinha,31 - 49 anos,Meses,Masculino,ES,ES,Turismo/Filosofia e Teologia em curso,,Superior Completo,Solteiro,Católico,Sim,Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),ExcelÃªncia face ao estresse,Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16157,,,,Masculino,AL,AL,Professor,,Superior Completo,Solteiro,Católico,Sim,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse
16158,Acidente de motocicleta,18 - 30 anos,Meses,Masculino,BA,BA,Técnico em Agro Industria,,Técnico,Solteiro,Católico,Não,Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Excelente face ao estresse,Boa face ao estresse (PC-I)
16160,Morte da minha mãe,18 - 30 anos,Semanas,Masculino,CE,CE,,,Superior Completo,Solteiro,Católico,Não,Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I),Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I),Boa face ao estresse(PC-P),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16161,bactéria no nervo óptico que quase provoca uma cegueira,18 - 30 anos,Meses,Masculino,CE,CE,FILÓSOFO,SEMINARISTA,Superior Completo,Solteiro,Católico,Não,Excelente face ao estresse,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16162,Um atropelamento de uma bicicleta,7 - 12 anos,Semanas,Masculino,CE,CE,Técnico de telecomunicações,,Superior Completo,Casado,Católico,Não,Excelente face ao estresse,Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca diante do estresse (PC-I),Fraca face ao estresse (PC-I),Boa face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16163,Depressão,13 - 17 anos,Mais de um ano,Masculino,PR,PR,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P)
16164,Zica Virus,31 - 49 anos,Alguns dias,Masculino,BA,BA,Filosofia,Estudante,Superior Completo,Solteiro,Católico,Não,Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16165,O acidente de meu pai,13 - 17 anos,Mais de um ano,Masculino,BA,BA,Seminarista,,Superior Incompleto,Solteiro,Católico,Não,Excelente face ao estresse,Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I)
16168,Câncer de mama de minha mãe,18 - 30 anos,Meses,Masculino,CE,CE,Bacharel em Filosofia,,Superior Incompleto,Solteiro,Católico,Sim,Boa face ao estresse (PC-P),Fraca face ao estresse (PC-P),Fraca face ao estresse (PC-P),Fraca face ao estresse (PC-P),Fraca face ao estresse (PC-P),Boa face ao estresse(PC-P),Fraca face ao estresse (PC-P),Boa face ao estresse (PC-P)
16170,sifiles,18 - 30 anos,Meses,Masculino,MA,MA,,,Superior Completo,Solteiro,Católico,Sim,Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16175,Atropelado por um altonóvel,13 - 17 anos,Semanas,Masculino,PE,PE,Élitricista,,Superior Completo,Solteiro,Católico,Não,Excelente face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-I),Excelente face ao estresse,Forte face ao estresse (PC- I)
16177,Ansiedade - crise de pânico - toc-,18 - 30 anos,Mais de um ano,Masculino,TO,TO,,,Ensino Médio,Solteiro,Católico,Não,Excelente face ao estresse,Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16178,Quebrei meu braço direito,Até 6 anos,Meses,Masculino,RS,RS,professor,seminarista,Superior Completo,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-P),ExcelÃªncia face ao estresse,Excelente face ao estresse,Boa face ao estresse (PC-I)
16180,"Um empurrão de um cachorro em um muro chapiscado de concreto. Bati a cabeça e fui ao hospital, ganhei alguns pontos e uma cicatriz. Nunca tinha visto",Até 6 anos,Meses,Masculino,MS,MS,,,Superior Completo,Solteiro,Católico,Não,Excelente face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-P)
16185,Ser vítima de perseguição.,18 - 30 anos,Mais de um ano,Masculino,SC,SC,,,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-P),Excelente face ao estresse,Fraca face ao estresse (PC-I)
16187,Deslocamento do osso do braço,13 - 17 anos,Meses,Masculino,BA,BA,,Estudante,Superior Incompleto,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Excelente face ao estresse,ExcelÃªncia face ao estresse
16188,Problema de garganta,Até 6 anos,Mais de um ano,Masculino,MA,MA,Filosifia,,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-I),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16190,obesidade.,18 - 30 anos,Mais de um ano,Masculino,AM,AM,,,Ensino Médio,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Moderada face ao estresse (PC-P),Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P)
16191,Quebrar o dedo da mão jogando futebol,18 - 30 anos,Semanas,Masculino,ES,ES,,,Superior Completo,Solteiro,Católico,Não,Fraca face ao estresse (PC-I),Moderada face ao estresse (PC-I),Fraca face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),Fraca face ao estresse (PC-I),Fraca face ao estresse (PC-I)
16192,inicio de pneumonia,13 - 17 anos,Semanas,Masculino,RN,RN,Turismologo,,Superior Completo,Solteiro,Católico,Não,Forte face ao estresse (PC-I),Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I),Moderada face ao estresse (PC-I),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse
16193,Afogamento,7 - 12 anos,Mais de um ano,Masculino,SP,SP,Técnico em Radiologia,,Técnico,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),Forte face ao estresse (PC-I),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Forte face ao estresse (PC-P),Moderada face ao estresse (PC-I)
16196,QUANDO ESTAVA COM SOLITÁRIA,Até 6 anos,Mais de um ano,Masculino,MA,MA,ESTUDANTE,,Superior Incompleto,Solteiro,Católico,Não,Forte face ao estresse (PC-I),Boa face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-I),Boa face ao estresse (PC-I),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P)
16197,bronquite asmática,Até 6 anos,,Masculino,ES,ES,Filosofia,seminarista,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Forte face ao estresse (PC-P),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Excelente face ao estresse,Forte face ao estresse (PC- I)
16198,Depressão da minha mãe,18 - 30 anos,Meses,Masculino,SC,RS,,,Superior Incompleto,Solteiro,Católico,Sim,Forte face ao estresse (PC-I),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Forte face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16199,Depressão pela morte da minha mãe que faleceu com AIDS,7 - 12 anos,Mais de um ano,Masculino,RJ,MA,Licenciatura em filosofia,,Superior Completo,Solteiro,Católico,Sim,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse(PC-P),Moderada face ao estresse (PC-I),Moderada face ao estresse (PC-I)
16201,A enfermidade da minha mãe.,13 - 17 anos,,Masculino,MA,MA,,,Superior Completo,Solteiro,Católico,Sim,Moderada face ao estresse (PC-I),ExcelÃªncia face ao estresse,Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Fraca face ao estresse (PC-I)
16202,perda de parentes,18 - 30 anos,Alguns dias,Masculino,PR,PR,Logística,Não trabalho,Superior Completo,Solteiro,Católico,Não,Excelente face ao estresse,ExcelÃªncia face ao estresse,Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),Forte face ao estresse (PC-I),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Forte face ao estresse (PC- I)
16207,Depressão,13 - 17 anos,Meses,Masculino,RS,RS,,,Superior Incompleto,Solteiro,Católico,Não,Excelente face ao estresse,Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),Boa face ao estresse (PC-P),Moderada face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse
16209,Depressão e ansiedade,18 - 30 anos,Mais de um ano,Masculino,RS,RS,Curso Superior em Administração,,Superior Completo,Solteiro,Católico,Não,Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),Boa face ao estresse (PC-P),ExcelÃªncia face ao estresse,Boa face ao estresse (PC-I),Boa face ao estresse(PC-P),Boa face ao estresse (PC-P),Fraca face ao estresse (PC-I)
